plant symbol,plant scientific name,plant common name,native states (separated by '*'),duration,growth habit,growth period,growth rate,moisture use,adapted to coarse soil,adapted to fine soil,adapted to medium soil,drought tolerance,shade tolerance,temp min (�F),foliage color,flower conspicuous,flower color,bloom period
SCTE5,Schizachyrium tenerum,slender little bluestem,Oklahoma*Texas*Florida*Alabama*Georgia*Puerto Rico*Mississippi*Louisiana*,Perennial*,Graminoid*,Summer*Fall*,Moderate,Medium,Yes,No,Yes,Medium,Intolerant,12,Dark Green,No,Yellow,Late Spring
SCACA,Schoenoplectus acutus,hardstem bulrush,New Hampshire*Ohio*Connecticut*Northwest Territories*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*Colorado*Illinois*Nebraska*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*Alaska*Kansas*Oklahoma*Arkansas*New York*Washington*South Dakota*Wisconsin*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Summer*,Moderate,High,No,Yes,Yes,Medium,Intolerant,-38,Green,No,Green,Late Spring
SCCA11,Schoenoplectus californicus,California bulrush,Oklahoma*Texas*Alabama*California*Illinois*Kansas*South Carolina*Arkansas*Tennessee*Georgia*New Mexico*Arizona*Mississippi*Oregon*Hawaii*Louisiana*Florida*,Perennial*,Graminoid*,Summer*,Moderate,High,No,Yes,Yes,Low,Intolerant,17,Yellow-Green,No,Brown,Late Spring
SCHE5,Schoenoplectus heterochaetus,slender bulrush,Quebec*Alberta*Kentucky*Illinois*Nebraska*Iowa*Oregon*Ontario*Michigan*Oklahoma*Kansas*New York*Wisconsin*South Dakota*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*California*Missouri*Montana*Wyoming*Manitoba*North Dakota*Massachusetts*Idaho*,Perennial*,Graminoid*,Summer*,Moderate,High,Yes,Yes,Yes,Low,Intolerant,-38,Green,No,Green,Late Summer
SCPUP5,Schoenoplectus pungens,common threesquare,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Arkansas*Georgia*New York*South Dakota*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Manitoba*Indiana*,Perennial*,Graminoid*,Summer*,Moderate,High,Yes,Yes,Yes,Low,Intolerant,-38,Dark Green,No,Blue,Late Spring
SCTA2,Schoenoplectus tabernaemontani,softstem bulrush,New Hampshire*Ohio*Connecticut*Northwest Territories*South Carolina*Quebec*Labrador*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Virgin Islands*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Puerto Rico*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Graminoid*,Spring*Summer*Fall*,Rapid,High,Yes,Yes,Yes,None,Intolerant,-38,Green,No,Red,Late Spring
SCAT2,Scirpus atrovirens,green bulrush,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Indiana*Maryland*Illinois*Nebraska*Tennessee*Newfoundland*Mississippi*Iowa*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*Montana*North Carolina*West Virginia*Manitoba*North Dakota*Massachusetts*Idaho*,Perennial*,Graminoid*,Spring*,Moderate,Medium,No,Yes,Yes,Low,Intolerant,-53,Dark Green,No,Brown,Summer
SCCY,Scirpus cyperinus,woolgrass,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Illinois*Maryland*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Manitoba*Wyoming*Indiana*Idaho*,Perennial*,Graminoid*,Spring*,Moderate,High,Yes,Yes,Yes,Low,Intermediate,-33,Green,No,Green,Late Summer
SCGE2,Scirpus georgianus,Georgia bulrush,New Hampshire*Ohio*Connecticut*South Carolina*Virginia*Kentucky*Maine*Indiana*Prince Edward Island*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Nova Scotia*Louisiana*Ontario*New Jersey*Delaware*Alabama*Kansas*Arkansas*Georgia*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Medium,No,Yes,Yes,Low,Intermediate,-38,Dark Green,No,Yellow,Early Summer
SCMI2,Scirpus microcarpus,panicled bulrush,New Hampshire*Connecticut*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Kentucky*Maine*Prince Edward Island*Colorado*Illinois*Nebraska*Saskatchewan*Newfoundland*Nova Scotia*Iowa*Oregon*Ontario*Michigan*New Jersey*Alaska*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*California*Montana*Wyoming*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Massachusetts*Idaho*,Perennial*,Graminoid*,Spring*Summer*Fall*,Rapid,Medium,Yes,Yes,Yes,None,Intolerant,-38,Green,No,White,Late Spring
SCPA8,Scirpus pallidus,cloaked bulrush,Alberta*Colorado*Nebraska*Saskatchewan*Iowa*Oregon*Ontario*New Jersey*Oklahoma*Kansas*New York*Washington*South Dakota*Wisconsin*Arizona*Minnesota*Utah*Pennsylvania*British Columbia*Texas*Missouri*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Idaho*,Perennial*,Graminoid*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Low,Intolerant,-38,Green,No,Red,Late Spring
SCPE3,Scirpus pedicellatus,stalked bulrush,New Hampshire*Ohio*Connecticut*Quebec*Kentucky*Maine*Indiana*Illinois*Newfoundland*Nova Scotia*Iowa*Ontario*Michigan*New Jersey*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Missouri*New Brunswick*Massachusetts*,Perennial*,Graminoid*,Spring*,Moderate,High,No,Yes,Yes,Low,Intolerant,-28,Green,No,Green,Summer
SCPE4,Scirpus pendulus,rufous bulrush,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Iowa*Oregon*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Wisconsin*Arizona*Vermont*Minnesota*Pennsylvania*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Wyoming*New Mexico*Indiana*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,None,Intolerant,-38,Green,No,Red,Mid Spring
SCFE,Scolochloa festucacea,common rivergrass,British Columbia*Alaska*Kansas*Nebraska*Saskatchewan*Northwest Territories*Montana*Alberta*North Dakota*South Dakota*Yukon*Manitoba*Wyoming*Iowa*Minnesota*Oregon*Idaho*,Perennial*,Graminoid*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Intolerant,-38,Green,No,Green,Late Summer
SECE,Secale cereale,cereal rye,New Hampshire*Ohio*Connecticut*Northwest Territories*South Carolina*Quebec*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Kansas*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Annual*,Graminoid*,Spring*Summer*Fall*,Rapid,High,Yes,No,Yes,Medium,Intolerant,-33,Green,No,Yellow,Early Spring
SEVA4,Securigera varia,crownvetch,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Manitoba*Wyoming*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*Vine*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,High,Intermediate,-35,Green,Yes,Purple,Late Spring
COVA2,Securigera varia,crownvetch,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*West Virginia*New Brunswick*Manitoba*Wyoming*New Mexico*Indiana*Idaho*,Perennial*,Forb/herb*Vine*,Spring*Summer*,Moderate,Medium,Yes,No,Yes,High,Intermediate,-35,Green,Yes,Purple,Late Spring
SEHY,Senecio hydrophiloides,tall groundsel,British Columbia*California*Montana*Alberta*Washington*Wyoming*Nevada*Oregon*Idaho*Utah*,Biennial*Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,None,Tolerant,-28,Green,Yes,Yellow,Mid Spring
SEIN2,Senecio integerrimus,lambstongue ragwort,Alberta*Colorado*Nebraska*Saskatchewan*Iowa*Oregon*Kansas*Washington*South Dakota*Nevada*Minnesota*Utah*British Columbia*California*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Idaho*,Biennial*Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,Yes,Yes,Yes,Low,Intermediate,-38,Dark Green,Yes,Yellow,Mid Spring
SETR,Senecio triangularis,arrowleaf ragwort,British Columbia*Alaska*Colorado*California*Northwest Territories*Montana*Alberta*Washington*Wyoming*Yukon*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Forb/herb*Subshrub*,Summer*Fall*,Moderate,High,No,Yes,Yes,Low,Intermediate,-33,Green,Yes,Yellow,Mid Summer
SEVU,Senecio vulgaris,old-man-in-the-Spring,New Hampshire*Ohio*Connecticut*Northwest Territories*South Carolina*Quebec*Labrador*Alberta*Virginia*Yukon*Kentucky*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Alaska*Alabama*Delaware*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*Manitoba*New Brunswick*North Dakota*New Mexico*Indiana*Idaho*,Annual*Biennial*,Forb/herb*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Intolerant,47,Green,No,Yellow,Early Spring
SEGR4,Senegalia greggii,catclaw acacia,Texas*California*Nevada*Arizona*New Mexico*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Low,Yes,Yes,Yes,High,Intolerant,-13,Green,Yes,Yellow,Mid Spring
ACGR,Senegalia greggii,catclaw acacia,Texas*California*Nevada*Arizona*New Mexico*Utah*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,Low,Yes,Yes,Yes,High,Intolerant,-13,Green,Yes,Yellow,Mid Spring
SEGA2,Senna gaudichaudii,Gaudichaud's senna,Hawaii*,Perennial*,Shrub*Tree*,NA,NA,Low,No,No,No,High,Intolerant,40,NA,NA,NA,NA
SEMA11,Senna marilandica,Maryland senna,Ohio*Connecticut*South Carolina*Virginia*Kentucky*Indiana*District of Columbia*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Florida*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Rapid,Low,Yes,No,Yes,Medium,Intermediate,-18,Green,Yes,Yellow,Summer
SESE3,Sequoia sempervirens,redwood,California*Oregon*,Perennial*,Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Low,Tolerant,7,Green,No,Yellow,Fall
SEGI2,Sequoiadendron giganteum,giant sequoia,California*,Perennial*,Tree*,Spring*Summer*,Slow,Medium,Yes,No,Yes,Medium,Intolerant,-24,Green,No,Green,Mid Spring
SERE2,Serenoa repens,saw palmetto,Texas*Florida*Alabama*South Carolina*Georgia*Mississippi*Louisiana*,Perennial*,Shrub*Tree*,Spring*Summer*,Slow,High,Yes,Yes,Yes,High,Tolerant,7,Yellow-Green,No,White,Late Spring
SEGR5,Sesbania grandiflora,vegetable hummingbird,U.S. Minor Outlying Islands*Palau*Puerto Rico*Virgin Islands*Guam*Florida*,Perennial*,Shrub*Tree*,Year Round*,Rapid,Low,Yes,Yes,Yes,High,Intermediate,49,Green,No,White,Spring
SETO3,Sesbania tomentosa,Oahu riverhemp,Hawaii*Puerto Rico*,Perennial*,Shrub*,Year Round*,Moderate,Medium,Yes,No,Yes,High,Intermediate,50,Green,Yes,Red,Indeterminate
SEIT,Setaria italica,foxtail millet,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Maine*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Nebraska*Tennessee*Virgin Islands*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Arizona*Vermont*Minnesota*Rhode Island*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*,Annual*,Graminoid*,Spring*Summer*,Rapid,Low,No,Yes,Yes,Low,Intolerant,52,Green,No,White,Summer
SEPU8,Setaria pumila,yellow foxtail,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Alberta*Virginia*Kentucky*Guam*U.S. Minor Outlying Islands*Maine*Prince Edward Island*Massachusetts*District of Columbia*Colorado*Illinois*Maryland*Saskatchewan*Nebraska*Tennessee*Newfoundland*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*South Dakota*Washington*Wisconsin*Palau*Arizona*Nevada*Vermont*Hawaii*Minnesota*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*Wyoming*North Carolina*West Virginia*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Annual*,Graminoid*,Spring*Summer*,Rapid,Low,No,Yes,Yes,Low,Intolerant,52,Green,No,White,Summer
SEVU2,Setaria vulpiseta,plains bristlegrass,Texas*Colorado*Puerto Rico*Mississippi*Arizona*New Mexico*,Perennial*,Graminoid*,Spring*Summer*,Moderate,Medium,No,No,Yes,Medium,Intermediate,-13,Green,No,Yellow,Early Summer
SHAR,Shepherdia argentea,silver buffaloberry,Alberta*Colorado*Nebraska*Saskatchewan*Iowa*Oregon*Michigan*Kansas*New York*Wisconsin*South Dakota*Arizona*Nevada*Minnesota*Utah*British Columbia*California*Montana*Wyoming*Manitoba*North Dakota*New Mexico*Idaho*,Perennial*,Shrub*Tree*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,Medium,Intermediate,-38,White-Gray,Yes,Yellow,Late Spring
SHCA,Shepherdia canadensis,russet buffaloberry,Ohio*Northwest Territories*Labrador*Quebec*Alberta*Yukon*Maine*Colorado*Illinois*Saskatchewan*Newfoundland*Nova Scotia*Oregon*Ontario*Michigan*Alaska*Nunavut*New York*Washington*South Dakota*Wisconsin*Arizona*Nevada*Vermont*Minnesota*Utah*Pennsylvania*British Columbia*California*Montana*Wyoming*New Brunswick*Manitoba*North Dakota*New Mexico*Indiana*Idaho*,Perennial*,Shrub*,Spring*Summer*,Rapid,Medium,Yes,No,Yes,High,Intermediate,-63,White-Gray,Yes,Yellow,Late Spring
SINE3,Sidalcea neomexicana,salt spring checkerbloom,Texas*Colorado*California*Nebraska*Wyoming*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Moderate,High,No,Yes,Yes,Low,Tolerant,-23,Green,Yes,Purple,Mid Spring
SIOR,Sidalcea oregana,Oregon checkerbloom,British Columbia*California*Montana*New York*Washington*Wyoming*Nevada*Oregon*Idaho*Utah*,Perennial*,Forb/herb*Subshrub*,Spring*Summer*,Moderate,High,Yes,No,Yes,None,Tolerant,-38,Green,Yes,Purple,Late Spring
SILY,Sideroxylon lycioides,buckthorn bully,Delaware*Alabama*Illinois*Maryland*Missouri*South Carolina*Arkansas*Tennessee*Texas*Georgia*North Carolina*Virginia*Kentucky*West Virginia*Mississippi*Louisiana*Indiana*Florida*,Perennial*,Shrub*Tree*,Spring*Summer*Fall*,Rapid,Low,Yes,No,No,High,Tolerant,-27,Green,No,White,Early Summer
SIRER2,Sideroxylon reclinatum,Florida bully,Florida*Alabama*South Carolina*Georgia*Mississippi*Louisiana*,Perennial*,Shrub*,NA,NA,Low,Yes,No,Yes,None,Tolerant,-3,NA,NA,NA,Late Spring
SIPE2,Silphium perfoliatum,cup plant,Ohio*Connecticut*Quebec*Virginia*Kentucky*Maine*Indiana*Maryland*Illinois*Nebraska*Tennessee*Mississippi*Iowa*Louisiana*Ontario*Michigan*New Jersey*Oklahoma*Alabama*Kansas*Arkansas*Georgia*New York*South Dakota*Wisconsin*Vermont*Minnesota*Pennsylvania*Missouri*North Carolina*West Virginia*North Dakota*Massachusetts*,Perennial*,Forb/herb*,Summer*,Rapid,Low,Yes,Yes,Yes,Low,Intermediate,-49,Green,Yes,Yellow,Late Summer
SICH,Simmondsia chinensis,jojoba,California*Arizona*Utah*,Perennial*,Shrub*,Summer*Fall*,Moderate,Low,Yes,No,Yes,High,Intolerant,-3,Green,No,Yellow,Late Spring
SIAN3,Sisyrinchium angustifolium,narrowleaf blue-eyed grass,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Labrador*Virginia*Kentucky*Maine*Indiana*District of Columbia*Illinois*Maryland*Tennessee*Mississippi*Nova Scotia*Iowa*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Minnesota*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Massachusetts*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,Yes,Yes,Low,Intermediate,-3,Green,Yes,Blue,Mid Spring
SIID,Sisyrinchium idahoense,Idaho blue-eyed grass,British Columbia*Colorado*California*Montana*Wyoming*Washington*Arizona*Nevada*Oregon*New Mexico*Idaho*Utah*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,High,Yes,Yes,Yes,Low,Tolerant,-38,Yellow-Green,Yes,Blue,Mid Spring
SLBE,Sloanea berteriana,bullwood,Puerto Rico*,Perennial*,Tree*,Year Round*,Moderate,High,Yes,No,Yes,Low,Intolerant,40,Green,Yes,Yellow,Summer
SMBO2,Smilax bona-nox,saw greenbrier,Ohio*South Carolina*Virginia*Kentucky*Maryland*Illinois*Tennessee*Mississippi*Louisiana*Florida*Oklahoma*Delaware*Alabama*Kansas*Arkansas*Georgia*Texas*Missouri*North Carolina*Indiana*,Perennial*,Shrub*Vine*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Tolerant,-18,Green,No,Green,Spring
SMGL,Smilax glauca,cat greenbrier,Ohio*Connecticut*South Carolina*Virginia*Kentucky*Indiana*District of Columbia*Illinois*Maryland*Nebraska*Tennessee*Mississippi*Louisiana*Florida*New Jersey*Delaware*Alabama*Kansas*Oklahoma*Arkansas*Georgia*New York*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*Wyoming*Massachusetts*,Perennial*,Shrub*Vine*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Medium,Tolerant,-13,Gray-Green,No,Green,Spring
SMLA,Smilax laurifolia,laurel greenbrier,New Jersey*Delaware*Alabama*Maryland*Oklahoma*Tennessee*South Carolina*Arkansas*Texas*Georgia*North Carolina*Virginia*Mississippi*Louisiana*Florida*,Perennial*,Shrub*Vine*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Tolerant,-8,Green,No,Green,Late Summer
SMSM,Smilax smallii,lanceleaf greenbrier,Oklahoma*Texas*Florida*Alabama*South Carolina*Arkansas*Georgia*North Carolina*Virginia*Puerto Rico*Mississippi*Louisiana*,Perennial*,Shrub*Vine*,Spring*Summer*,Rapid,Medium,Yes,Yes,Yes,Low,Tolerant,-8,Green,No,Green,Spring
SMWA,Smilax walteri,coral greenbrier,New Jersey*Delaware*Alabama*Maryland*Texas*Tennessee*South Carolina*Arkansas*Georgia*North Carolina*Virginia*Mississippi*Louisiana*Florida*,Perennial*,Shrub*Vine*,Spring*Summer*,Rapid,High,Yes,Yes,Yes,Low,Tolerant,-8,Green,No,Green,Spring
SOLYL,Solanum lycopersicum,garden tomato,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Guam*Maine*Massachusetts*Maryland*Illinois*Nebraska*Saskatchewan*Tennessee*Virgin Islands*Mississippi*Nova Scotia*Iowa*Oregon*Florida*Louisiana*Ontario*Michigan*Alaska*Alabama*Delaware*Kansas*Arkansas*Georgia*New York*Wisconsin*Palau*Puerto Rico*U.S. Minor Outlying Islands*Arizona*Nevada*Vermont*Hawaii*Rhode Island*Utah*Pennsylvania*British Columbia*Texas*California*Missouri*Montana*North Carolina*New Brunswick*North Dakota*Indiana*,Annual*Perennial*,Forb/herb*,Year Round*,Rapid,High,No,Yes,Yes,Low,Intermediate,32,Green,Yes,Yellow,Indeterminate
SOME,Solanum melongena,eggplant,Pennsylvania*Florida*Palau*Puerto Rico*Mississippi*Guam*Massachusetts*Louisiana*,Perennial*,Forb/herb*Subshrub*,Year Round*,Rapid,High,Yes,No,Yes,Low,Intermediate,17,Green,No,Yellow,Indeterminate
SOCA4,Solidago caesia,wreath goldenrod,New Hampshire*Ohio*Connecticut*South Carolina*Quebec*Virginia*Kentucky*Maine*Indiana*Maryland*Illinois*Tennessee*Mississippi*Louisiana*Florida*Ontario*Michigan*New Jersey*Delaware*Alabama*Oklahoma*Arkansas*Georgia*New York*Wisconsin*Vermont*Rhode Island*Pennsylvania*Texas*Missouri*North Carolina*West Virginia*New Brunswick*Massachusetts*,Perennial*,Forb/herb*,Spring*Summer*,Moderate,Medium,No,Yes,Yes,Low,Intermediate,-28,Dark Green,Yes,Yellow,Late Spring
